id,title,genres,cast,director,overview
205458,The Diary of Di-Di,,Tien Niu Ronald Chin Han Gua Ah-leh,Chen Yao-chi,"A young girl, her life in despair, finds confidence in life again through the encouragement of her lover and relatives."
1064486,Memoir of a Snail,Animation Drama Comedy,Sarah Snook Kodi Smit-McPhee Jacki Weaver,Adam Elliot,"Forcibly separated from her twin brother when they are orphaned, a melancholic misfit learns how to find confidence within herself amid the clutter of misfortunes and everyday life."
340666,Nocturnal Animals,Drama Thriller,Amy Adams Jake Gyllenhaal Michael Shannon,Tom Ford,"Susan Morrow receives a book manuscript from her ex-husband – a man she left 20 years earlier – asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent."
59440,Warrior,Drama Action,Joel Edgerton Tom Hardy Nick Nolte,Gavin O'Connor,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament – a path that puts the fighter on a collision course with his estranged, older brother."
537996,The Ballad of Buster Scruggs,Western Comedy Drama,Tim Blake Nelson Willie Watson Clancy Brown,Joel Coen,"Vignettes weaving together the stories of six individuals in the old West at the end of the Civil War. Following the tales of a sharp-shooting songster, a wannabe bank robber, two weary traveling performers, a lone gold prospector, a woman traveling the West to an uncertain future, and a motley crew of strangers undertaking a carriage ride."
756,Fantasia,Animation Family Fantasy,Deems Taylor Walt Disney Julietta Novis,Wilfred Jackson,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again."
9374,Death Becomes Her,Comedy Fantasy Horror,Meryl Streep Goldie Hawn Bruce Willis,Robert Zemeckis,"Madeline is married to Ernest, who was once her arch-rival Helen's fiancé. After recovering from a mental breakdown, Helen vows to kill Madeline and steal back Ernest. Unfortunately for everyone, the introduction of a magic potion causes things to be a great deal more complicated than a mere murder plot."
1893,Star Wars: Episode I - The Phantom Menace,Adventure Action Science Fiction,Liam Neeson Ewan McGregor Natalie Portman,George Lucas,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi."
193756,Lone Survivor,War Action Drama,Mark Wahlberg Taylor Kitsch Emile Hirsch,Peter Berg,"Four Navy SEALs on a covert mission to neutralize a high-level Taliban operative must make an impossible moral decision in the mountains of Afghanistan that leads them into an enemy ambush. As they confront unthinkable odds, the SEALs must find reserves of strength and resilience to fight to the finish."
504172,The Mule,Crime Drama,Clint Eastwood Bradley Cooper Laurence Fishburne,Clint Eastwood,"Earl Stone, a man in his eighties, is broke, alone, and facing foreclosure of his business when he is offered a job that simply requires him to drive. Easy enough, but, unbeknownst to Earl, he's just signed on as a drug courier for a Mexican cartel. He does so well that his cargo increases exponentially, and Earl hit the radar of hard-charging DEA agent Colin Bates."
1280282,Gabby's Dollhouse: The Movie,Family Comedy Adventure Animation,Laila Lockhart Kraner Gloria Estefan Kristen Wiig,Ryan Crego,"Gabby heads out on a road trip with her Grandma Gigi to the urban wonderland of Cat Francisco. But when Gabby's dollhouse, her most prized possession, ends up in the hands of an eccentric cat lady named Vera, Gabby sets off on an adventure through the real world to get the Gabby Cats back together and save the dollhouse before it's too late."
884,Crash,Thriller Drama,James Spader Holly Hunter Elias Koteas,David Cronenberg,A car crash victim suddenly finds himself turned on by car accidents and becomes involved with an underground sub-culture of like-minded souls.
848538,Argylle,Action Adventure Comedy,Henry Cavill Bryce Dallas Howard Sam Rockwell,Matthew Vaughn,"When the plots of reclusive author Elly Conway's fictional espionage novels begin to mirror the covert actions of a real-life spy organization, quiet evenings at home become a thing of the past. Accompanied by her cat Alfie and Aidan, a cat-allergic spy, Elly races across the world to stay one step ahead of the killers as the line between Conway's fictional world and her real one begins to blur."
1014505,OVERLORD: The Sacred Kingdom,Action Adventure Animation Fantasy,Satoshi Hino Yoshino Aoyama Hitomi Nabatame,Naoyuki Ito,"After twelve years of playing his favorite MMORPG game, Momonga logs in for the last time only to find himself transported into its world playing it indefinitely. Throughout his adventures, his avatar ascends to the title of Sorcerer King Ains Ooal Gown. Once prosperous but now on the brink of ruin, The Sacred Kingdom enjoyed years of peace after construction of an enormous wall protecting them from neighboring invasions. But, one day this comes to an end when the Demon Emperor Jaldabaoth arrives with an army of villainous demi-humans. Fearing invasion of their own lands, the neighboring territory of the Slane Theocracy is forced to beg their enemies at the Sorcerer Kingdom for help. Heeding the call, Momonga, now known as the Sorcerer King Ains Ooal Gown, rallies the Sorcerer Kingdom and its undead army to join the fight alongside the Sacred Kingdom and the Slane Theocracy in hopes to defeat the Demon Emperor."
83542,Cloud Atlas,Drama Science Fiction,Tom Hanks Halle Berry Jim Broadbent,Lilly Wachowski,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis."
850439,The Damned,Horror Drama Mystery,Odessa Young Joe Cole Siobhan Finneran,Thordur Palsson,"A 19th-century widow has to make an impossible choice when, during an especially cruel winter, a foreign ship sinks off the coast of her Icelandic fishing village."
917496,Beetlejuice Beetlejuice,Comedy Fantasy Horror,Michael Keaton Winona Ryder Catherine O'Hara,Tim Burton,"After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Betelgeuse, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Afterlife."
1136867,Materialists,Romance Drama,Dakota Johnson Chris Evans Pedro Pascal,Celine Song,"A young, ambitious New York City matchmaker finds herself torn between the perfect match and her imperfect ex."
934632,Rebel Moon - Part Two: The Scargiver,Science Fiction Action Adventure,Sofia Boutella Michiel Huisman Ed Skrein,Zack Snyder,"The rebels gear up for battle against the ruthless forces of the Motherworld as unbreakable bonds are forged, heroes emerge — and legends are made."
637920,Miracle in Cell No. 7,Drama,Aras Bulut Iynemli Nisa Sofiya Aksongur İlker Aksum,Mehmet Ada Öztekin,"Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child."
193893,Let's Be Cops,Comedy,Jake Johnson Damon Wayans Jr. Rob Riggle,Luke Greenfield,"Best pals Ryan and Justin are stalled in their respective careers -- a fact that is painfully driven home when they go to a college reunion. Dressed as police in the mistaken belief that they were to attend a costume party, Ryan and Justin find that the uniforms earn them much respect and attention. Although Justin is uncomfortable with the idea, Ryan decides to continue with the charade, putting them both in increasingly dangerous situations. When these newly-minted “heroes” get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line."
1022453,The Rajasaab,Comedy Horror Fantasy,Prabhas Sanjay Dutt Zarina Wahab,Maruthi Dasari,"Seeking his lost grandfather, a young man enters a haunted mansion and awakens a family curse powerful enough to upend both his life and reality."
1404404,Crayon Shin-chan the Movie: Super Hot! The Spicy Kasukabe Dancers,Animation Adventure Comedy,Yumiko Kobayashi Miki Narahashi Toshiyuki Morikawa,Masakazu Hashimoto,"Shin-chan and his friends travel to India for a dance festival, but Bo-chan accidentally becomes possessed by an evil force from a mysterious backpack and turns into a powerful tyrant. Now, the Kasukabe Guard must work together to save Bo-chan and stop his rampage."
70841,Doraemon: Nobita's Dinosaur,Animation Adventure Family Fantasy Science Fiction,Wasabi Mizuta Megumi Oohara Tomokazu Seki,Ayumu Watanabe,"After bringing a fossilized egg back to life with the Time Cloth, Nobita finds himself the owner of a baby dinosaur. Everything is fine until it grows up. Nobita and friends use Doraemon's time machine to return it back to its own time."
165,Back to the Future Part II,Adventure Comedy Science Fiction,Michael J. Fox Christopher Lloyd Lea Thompson,Robert Zemeckis,"Marty and Doc are at it again as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again."
